sample_id	ARO_id	drug_rgi	Resistance Mechanism	AMR Gene Family	gene_rgi	in_rgi	gene_amrf	drug_amrf	pct_id_amrf	in_amrf	consensus	detected_by	drug_class	gene_label	is_mac
CO40	ARO:3000377	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexA	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexA	True
CO40	ARO:3000378	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexB	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexB	True
CO40	ARO:3000379	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprM	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	OprM	True
CO40	ARO:3000410	sulfonamide antibiotic	antibiotic target replacement	sulfonamide resistant sul	sul1	True	sul1	SULFONAMIDE	100.0	True	True	both	sulfonamide antibiotic	sul1	False
CO40	ARO:3000506	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexR	True
CO40	ARO:3000596	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	ErmX	True	erm(X)	MACROLIDE	99.65	True	True	both	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	ErmX	True
CO40	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO40	ARO:3000800	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexC	True
CO40	ARO:3000801	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexD	True
CO40	ARO:3000803	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexE	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexE	False
CO40	ARO:3000804	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexF	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexF	False
CO40	ARO:3000805	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprN	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprN	False
CO40	ARO:3000806	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexG	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexG	False
CO40	ARO:3000807	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexH	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexH	False
CO40	ARO:3000808	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexI	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexI	False
CO40	ARO:3000809	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmD	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	OpmD	False
CO40	ARO:3000813	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexS	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexS	False
CO40	ARO:3000814	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexT	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexT	False
CO40	ARO:3000818	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalC	True
CO40	ARO:3000819	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	nalD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	nalD	True
CO40	ARO:3002507	monobactam; carbapenem; cephalosporin	antibiotic inactivation	PDC beta-lactamase	PDC-8	True	blaPDC-8	BETA-LACTAM	100.0	True	True	both	monobactam; carbapenem; cephalosporin	PDC-8	False
CO40	ARO:3002645	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	APH(3')-IIb	True	aph(3')-IIb	AMINOGLYCOSIDE	99.25	True	True	both	aminoglycoside antibiotic	APH(3')-IIb	False
CO40	ARO:3002679	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	Pseudomonas aeruginosa catB7	True	catB7	PHENICOL	99.06	True	True	both	phenicol antibiotic	Pseudomonas aeruginosa catB7	False
CO40	ARO:3002702					False	crpP	FLUOROQUINOLONE	96.36	True	False	amrf_only	FLUOROQUINOLONE	crpP	False
CO40	ARO:3002804					False	fosA	FOSFOMYCIN	100.0	True	False	amrf_only	FOSFOMYCIN	fosA	False
CO40	ARO:3002985	peptide antibiotic	antibiotic target alteration	pmr phosphoethanolamine transferase	arnA	True				False	False	rgi_only	peptide antibiotic	arnA	False
CO40	ARO:3003030	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexV	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexV	True
CO40	ARO:3003031	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexW	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	MexW	True
CO40	ARO:3003033	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexY	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; disinfecting agents and intercalating dyes	mexY	True
CO40	ARO:3003109					False	msr(D)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	msr(D)	True
CO40	ARO:3003582	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	basR	True				False	False	rgi_only	peptide antibiotic	basR	False
CO40	ARO:3003583	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	basS	True				False	False	rgi_only	peptide antibiotic	basS	False
CO40	ARO:3003679	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriA	True				False	False	rgi_only	triclosan	TriA	False
CO40	ARO:3003680	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriB	True				False	False	rgi_only	triclosan	TriB	False
CO40	ARO:3003681	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	TriC	True				False	False	rgi_only	triclosan	TriC	False
CO40	ARO:3003682	triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmH	True				False	False	rgi_only	triclosan	OpmH	False
CO40	ARO:3003692	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexJ	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexJ	True
CO40	ARO:3003693	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexK	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexK	True
CO40	ARO:3003698	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexP	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	mexP	True
CO40	ARO:3003699	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexQ	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	mexQ	True
CO40	ARO:3003700	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	opmE	True				False	False	rgi_only	macrolide antibiotic; carbapenem; tetracycline antibiotic; acridine dye; diaminopyrimidine antibiotic; phenicol antibiotic; disinfecting agents and intercalating dyes	opmE	True
CO40	ARO:3003704	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexM	True				False	False	rgi_only	phenicol antibiotic	mexM	False
CO40	ARO:3003705	phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	mexN	True				False	False	rgi_only	phenicol antibiotic	mexN	False
CO40	ARO:3003710	macrolide antibiotic; tetracycline antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexL	True				False	False	rgi_only	macrolide antibiotic; tetracycline antibiotic; triclosan	MexL	True
CO40	ARO:3003801	bicyclomycin	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	bcr-1	True				False	False	rgi_only	bicyclomycin	bcr-1	False
CO40	ARO:3004032					False	tetA(46)	TETRACYCLINE	98.17	True	False	amrf_only	TETRACYCLINE	tetA(46)	False
CO40	ARO:3004038	aminoglycoside antibiotic	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	Pseudomonas aeruginosa emrE	True				False	False	rgi_only	aminoglycoside antibiotic	Pseudomonas aeruginosa emrE	False
CO40	ARO:3004054	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	Pseudomonas aeruginosa CpxR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	Pseudomonas aeruginosa CpxR	True
CO40	ARO:3004060	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	Type B NfxB	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	Type B NfxB	True
CO40	ARO:3004072	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmB	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	OpmB	True
CO40	ARO:3004073	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxA	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	MuxA	True
CO40	ARO:3004074	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxB	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	MuxB	True
CO40	ARO:3004075	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MuxC	True				False	False	rgi_only	macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic	MuxC	True
CO40	ARO:3004077	fluoroquinolone antibiotic; aminoglycoside antibiotic; benzalkonium chloride	antibiotic efflux	multidrug and toxic compound extrusion (MATE) transporter	PmpM	True				False	False	rgi_only	fluoroquinolone antibiotic; aminoglycoside antibiotic; benzalkonium chloride	PmpM	False
CO40	ARO:3004442	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	tet(W/N/W)	True				False	False	rgi_only	tetracycline antibiotic	tet(W/N/W)	False
CO40	ARO:3005010	acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	qacEdelta1	True	qacEdelta1	QUATERNARY AMMONIUM	100.0	True	True	both	acridine dye; disinfecting agents and intercalating dyes	qacEdelta1	False
CO40	ARO:3005040	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	YajC	True				False	False	rgi_only	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; triclosan	YajC	False
CO40	ARO:3005063	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	cprR	True				False	False	rgi_only	peptide antibiotic	cprR	False
CO40	ARO:3005064	peptide antibiotic	antibiotic target alteration; antibiotic efflux	pmr phosphoethanolamine transferase	cprS	True				False	False	rgi_only	peptide antibiotic	cprS	False
CO40	ARO:3005067	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	ParS	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	ParS	True
CO40	ARO:3005068	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux; reduced permeability to antibiotic	resistance-nodulation-cell division (RND) antibiotic efflux pump; Outer Membrane Porin (Opr)	ParR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; acridine dye; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	ParR	True
CO40	ARO:3005069	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	rsmA	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	rsmA	False
CO40	ARO:3006093	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	OXA-905	True	blaOXA-905	BETA-LACTAM	100.0	True	True	both	carbapenem; cephalosporin; penam	OXA-905	False
CO5	ARO:3000024	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	patA	True				False	False	rgi_only	fluoroquinolone antibiotic	patA	False
CO5	ARO:3000025	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	patB	True				False	False	rgi_only	fluoroquinolone antibiotic	patB	False
CO5	ARO:3000149	fosfomycin	antibiotic inactivation	fosfomycin thiol transferase	FosA	True				False	False	rgi_only	fosfomycin	FosA	False
CO5	ARO:3000377	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexA	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexA	True
CO5	ARO:3000379	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprM	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; acridine dye; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and intercalating dyes	OprM	True
CO5	ARO:3000506	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic target alteration; antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexR	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	MexR	True
CO5	ARO:3000616					False	mef(A)	MACROLIDE	100.0	True	False	amrf_only	MACROLIDE	mef(A)	True
CO5	ARO:3000800	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexC	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexC	True
CO5	ARO:3000801	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexD	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexD	True
CO5	ARO:3000802	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprJ	True				False	False	rgi_only	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprJ	True
CO5	ARO:3000803	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexE	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexE	False
CO5	ARO:3000804	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexF	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexF	False
CO5	ARO:3000805	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OprN	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	OprN	False
CO5	ARO:3000806	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexG	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexG	False
CO5	ARO:3000807	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexH	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexH	False
CO5	ARO:3000808	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexI	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	MexI	False
CO5	ARO:3000809	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	OpmD	True				False	False	rgi_only	fluoroquinolone antibiotic; tetracycline antibiotic; acridine dye; disinfecting agents and intercalating dyes	OpmD	False
CO5	ARO:3000813	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	MexS	True				False	False	rgi_only	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	MexS	False
